policy_id,policy_date,agency,policy_type,affected_hcpcs_code,hospital_id,hospital_state,service_volume,avg_reimbursement_before_usd,avg_reimbursement_after_usd,claim_rejection_risk_score,estimated_financial_impact_usd
POL100755,2023-08-21,CDC,Compliance Requirement,80048,HOSP1036,NC,2061,81.25,68.45,0.317,-26380.8
POL100756,2024-09-29,CMS,Coverage Expansion,A0427,HOSP1076,GA,3557,513.56,497.32,0.897,-57765.68
POL100757,2022-02-21,HHS,Reimbursement Update,J1885,HOSP1264,IL,484,515.74,522.31,0.552,3179.88
POL100758,2024-11-30,FDA,Coverage Expansion,80053,HOSP1203,CO,4683,124.97,96.71,0.146,-132341.58
POL100759,2022-07-25,CMS,Coding Guideline Update,A0425,HOSP1277,AZ,2345,544.37,631.76,0.064,204929.55
POL100760,2024-03-28,CDC,Compliance Requirement,85025,HOSP1288,FL,134,556.67,700.32,0.357,19249.1
POL100761,2022-01-21,CMS,Coverage Expansion,J1885,HOSP1131,TX,3039,391.75,496.46,0.418,318213.69
POL100762,2022-05-01,FDA,Billing Rule Change,71020,HOSP1158,CA,3155,364.72,461.96,0.087,306792.2
POL100763,2022-07-05,HHS,Coverage Expansion,99213,HOSP1274,IN,3215,69.78,71.01,0.244,3954.45
POL100764,2022-03-04,HHS,Reimbursement Update,J1100,HOSP1210,FL,738,251.81,205.08,0.744,-34486.74
POL100765,2023-05-25,FDA,Billing Rule Change,80048,HOSP1184,CA,2449,574.08,595.62,0.252,52751.46
POL100766,2024-07-05,CDC,Compliance Requirement,99213,HOSP1153,IL,3311,325.08,315.92,0.58,-30328.76
POL100767,2022-02-24,HHS,Compliance Requirement,83036,HOSP1145,WI,3577,314.42,334.68,0.984,72470.02
POL100768,2024-10-31,CMS,Billing Rule Change,93010,HOSP1160,NC,764,398.27,446.46,0.803,36817.16
POL100769,2024-04-30,FDA,Coding Guideline Update,J1100,HOSP1065,IL,4577,486.65,553.21,0.188,304645.12
POL100770,2022-12-20,CMS,Billing Rule Change,83036,HOSP1005,CO,2297,179.35,150.28,0.266,-66773.79
POL100771,2025-01-26,FDA,Coding Guideline Update,80048,HOSP1202,MA,2081,155.57,150.26,0.934,-11050.11
POL100772,2023-10-09,HHS,Coding Guideline Update,J1100,HOSP1090,MN,4095,385.54,353.22,0.614,-132350.4
POL100773,2024-06-20,CMS,Billing Rule Change,36415,HOSP1096,CA,3031,456.15,518.1,0.451,187770.45
POL100774,2022-12-05,HHS,Billing Rule Change,J3490,HOSP1261,MA,3727,188.12,143.05,0.255,-167975.89
POL100775,2023-05-14,FDA,Coding Guideline Update,80053,HOSP1144,MD,3616,551.76,641.05,0.361,322872.64
POL100776,2023-06-06,CDC,Coding Guideline Update,J1885,HOSP1296,MI,1737,199.42,232.81,0.809,57998.43
POL100777,2024-09-22,FDA,Coverage Expansion,80048,HOSP1247,MD,1443,305.94,364.53,0.234,84545.37
POL100778,2023-01-11,HHS,Billing Rule Change,99213,HOSP1046,WI,172,147.91,174.38,0.278,4552.84
POL100779,2023-06-06,FDA,Coding Guideline Update,36415,HOSP1048,IN,1381,176.0,162.3,0.894,-18919.7
POL100780,2024-10-26,FDA,Reimbursement Update,99215,HOSP1127,MD,415,342.72,339.34,0.917,-1402.7
POL100781,2022-11-13,FDA,Reimbursement Update,36415,HOSP1077,MI,3458,414.53,489.17,0.133,258105.12
POL100782,2024-04-12,HHS,Compliance Requirement,J1100,HOSP1001,MI,1605,366.15,308.6,0.713,-92367.75
POL100783,2024-03-10,CDC,Billing Rule Change,99215,HOSP1194,TN,3149,40.72,42.18,0.34,4597.54
POL100784,2024-03-27,CMS,Compliance Requirement,85025,HOSP1268,CO,4046,482.27,554.91,0.235,293901.44
POL100785,2022-05-02,FDA,Compliance Requirement,99214,HOSP1099,MD,4370,227.41,288.9,0.667,268711.3
POL100786,2023-12-05,HHS,Reimbursement Update,A0429,HOSP1265,WA,634,40.04,35.15,0.777,-3100.26
POL100787,2022-04-14,HHS,Compliance Requirement,J1100,HOSP1198,GA,3153,338.28,374.98,0.25,115715.1
POL100788,2022-03-01,CDC,Coding Guideline Update,90471,HOSP1145,FL,3771,98.9,125.88,0.387,101741.58
POL100789,2025-01-14,CDC,Reimbursement Update,J1885,HOSP1268,GA,2526,518.98,648.7,0.726,327672.72
POL100790,2022-01-23,CDC,Coding Guideline Update,80053,HOSP1296,MI,4667,107.05,89.71,0.548,-80925.78
POL100791,2024-01-16,FDA,Compliance Requirement,A0427,HOSP1006,TX,3898,293.5,319.8,0.312,102517.4
POL100792,2022-06-26,HHS,Billing Rule Change,36415,HOSP1216,IL,4664,315.07,246.12,0.111,-321582.8
POL100793,2024-12-29,CDC,Compliance Requirement,71020,HOSP1271,WI,4102,518.72,469.2,0.031,-203131.04
POL100794,2024-03-05,HHS,Coding Guideline Update,A0425,HOSP1149,MI,2429,113.16,118.37,0.057,12655.09
POL100795,2023-08-05,HHS,Compliance Requirement,J3490,HOSP1109,IL,3784,408.29,488.05,0.295,301811.84
POL100796,2024-10-04,HHS,Billing Rule Change,99215,HOSP1230,CA,1521,305.52,244.55,0.788,-92735.37
POL100797,2023-01-11,CDC,Coding Guideline Update,36415,HOSP1290,WI,1242,340.54,381.81,0.853,51257.34
POL100798,2022-07-13,HHS,Reimbursement Update,A0427,HOSP1262,TX,282,515.37,610.8,0.251,26911.26
POL100799,2023-04-20,CDC,Compliance Requirement,A0429,HOSP1251,MN,4779,498.5,539.39,0.62,195413.31
POL100800,2023-04-25,CDC,Coverage Expansion,36415,HOSP1224,CO,1511,464.92,571.81,0.116,161510.79
POL100801,2023-01-28,CDC,Coverage Expansion,99213,HOSP1180,CA,2688,393.62,455.41,0.552,166091.52
POL100802,2022-10-15,FDA,Compliance Requirement,80048,HOSP1004,OH,2797,598.41,510.33,0.865,-246359.76
POL100803,2024-01-06,CDC,Billing Rule Change,J1885,HOSP1043,GA,1690,134.12,151.21,0.127,28882.1
POL100804,2022-07-09,CDC,Coverage Expansion,A0425,HOSP1045,IL,1958,342.66,355.23,0.653,24612.06
POL100805,2024-10-24,FDA,Billing Rule Change,J1885,HOSP1022,MD,3976,556.74,719.76,0.026,648167.52
POL100806,2022-11-20,FDA,Compliance Requirement,J3490,HOSP1011,MO,752,386.31,319.26,0.318,-50421.6
POL100807,2022-02-22,HHS,Compliance Requirement,J1100,HOSP1150,CA,3333,486.46,542.86,0.869,187981.2
POL100808,2023-05-23,FDA,Billing Rule Change,71020,HOSP1234,FL,2049,50.3,45.88,0.202,-9056.58
POL100809,2022-05-16,CDC,Billing Rule Change,J1885,HOSP1066,CO,2348,180.12,220.96,0.41,95892.32
POL100810,2024-05-15,HHS,Coverage Expansion,99213,HOSP1112,NC,593,63.25,77.63,0.954,8527.34
POL100811,2024-03-06,CMS,Compliance Requirement,80053,HOSP1015,NC,2887,414.9,355.83,0.928,-170535.09
POL100812,2024-03-17,CDC,Coding Guideline Update,99214,HOSP1073,NC,329,182.61,159.88,0.73,-7478.17
POL100813,2024-01-22,CMS,Compliance Requirement,80053,HOSP1032,MN,386,233.81,177.22,0.788,-21843.74
POL100814,2022-11-05,CDC,Coding Guideline Update,90471,HOSP1158,NC,4158,494.14,389.12,0.873,-436673.16
POL100815,2023-07-14,CMS,Billing Rule Change,99214,HOSP1177,NC,3709,481.72,380.94,0.347,-373793.02
POL100816,2023-09-26,CMS,Compliance Requirement,83036,HOSP1102,FL,4669,443.14,433.15,0.291,-46643.31
POL100817,2023-07-04,HHS,Billing Rule Change,71020,HOSP1149,MI,756,92.87,95.04,0.825,1640.52
POL100818,2022-12-31,CDC,Compliance Requirement,J1100,HOSP1054,MO,4616,257.66,248.41,0.017,-42698.0
POL100819,2025-02-26,CDC,Billing Rule Change,J2405,HOSP1202,CA,2203,271.54,279.17,0.553,16808.89
POL100820,2024-07-17,CMS,Coding Guideline Update,G0463,HOSP1217,OH,3151,522.72,443.1,0.489,-250882.62
POL100821,2024-11-21,FDA,Billing Rule Change,J3490,HOSP1289,PA,438,124.59,132.99,0.758,3679.2
POL100822,2024-09-08,CMS,Compliance Requirement,71020,HOSP1259,WA,4129,593.45,711.5,0.082,487428.45
POL100823,2023-04-15,CMS,Coding Guideline Update,85025,HOSP1275,TN,1526,339.23,415.54,0.623,116449.06
POL100824,2023-12-02,CDC,Billing Rule Change,36415,HOSP1001,CA,1111,273.29,266.41,0.663,-7643.68
POL100825,2022-05-02,FDA,Coding Guideline Update,80048,HOSP1097,MA,2234,373.35,442.38,0.943,154213.02
POL100826,2022-07-14,CDC,Coverage Expansion,J1100,HOSP1053,MD,3299,182.29,208.68,0.702,87060.61
POL100827,2023-01-26,FDA,Reimbursement Update,83036,HOSP1164,NY,2149,162.67,183.86,0.327,45537.31
POL100828,2023-10-13,CDC,Coverage Expansion,J1100,HOSP1109,MI,1976,246.28,198.53,0.638,-94354.0
POL100829,2022-09-20,HHS,Coverage Expansion,J2405,HOSP1071,WI,4113,136.4,150.73,0.535,58939.29
POL100830,2025-03-19,HHS,Compliance Requirement,36415,HOSP1118,CA,4096,149.96,116.35,0.547,-137666.56
POL100831,2024-09-20,FDA,Reimbursement Update,J3490,HOSP1031,TN,4014,595.33,734.81,0.734,559872.72
POL100832,2024-06-24,CDC,Reimbursement Update,85025,HOSP1064,PA,4908,82.1,81.26,0.963,-4122.72
POL100833,2022-12-07,FDA,Coverage Expansion,93000,HOSP1061,GA,4520,529.89,562.72,0.544,148391.6
POL100834,2022-11-18,FDA,Coding Guideline Update,J2405,HOSP1114,CA,1740,325.85,310.63,0.901,-26482.8
POL100835,2024-07-04,FDA,Coverage Expansion,90471,HOSP1280,FL,987,507.38,540.66,0.069,32847.36
POL100836,2023-05-03,CDC,Reimbursement Update,J1100,HOSP1079,GA,3576,577.92,472.0,0.902,-378769.92
POL100837,2022-08-06,HHS,Billing Rule Change,90471,HOSP1097,WI,4525,217.46,184.73,0.369,-148103.25
POL100838,2025-03-09,CDC,Billing Rule Change,93000,HOSP1022,MA,835,366.37,426.0,0.365,49791.05
POL100839,2024-06-18,CDC,Coverage Expansion,G0463,HOSP1266,NY,1524,522.62,643.62,0.653,184404.0
POL100840,2024-11-12,FDA,Compliance Requirement,85025,HOSP1195,TX,4897,305.44,242.71,0.675,-307188.81
POL100841,2024-05-26,CDC,Coverage Expansion,90471,HOSP1108,CA,856,171.26,184.36,0.665,11213.6
POL100842,2024-05-20,CDC,Compliance Requirement,A0427,HOSP1143,CA,4429,210.28,255.98,0.437,202405.3
POL100843,2023-02-02,HHS,Billing Rule Change,99215,HOSP1092,FL,714,188.86,158.94,0.094,-21362.88
POL100844,2022-01-27,CDC,Billing Rule Change,85025,HOSP1239,FL,1254,576.01,690.78,0.784,143921.58
POL100845,2022-07-15,HHS,Compliance Requirement,A0427,HOSP1242,MD,3947,589.86,629.28,0.35,155590.74
POL100846,2022-03-09,HHS,Reimbursement Update,A0425,HOSP1154,MD,1240,473.01,440.28,0.817,-40585.2
POL100847,2022-07-01,CMS,Coding Guideline Update,J1100,HOSP1097,WI,634,210.23,264.96,0.497,34698.82
POL100848,2022-10-27,CDC,Reimbursement Update,J2405,HOSP1175,MI,3013,393.66,299.36,0.653,-284125.9
POL100849,2023-04-07,CDC,Reimbursement Update,83036,HOSP1039,WI,936,150.89,121.7,0.502,-27321.84
POL100850,2022-07-23,FDA,Billing Rule Change,A0425,HOSP1137,PA,2803,560.55,562.34,0.833,5017.37
POL100851,2024-10-31,CMS,Coding Guideline Update,J1885,HOSP1100,TN,3085,387.49,402.62,0.748,46676.05
POL100852,2023-08-21,FDA,Reimbursement Update,J3490,HOSP1140,WA,1206,181.82,219.31,0.58,45212.94
POL100853,2024-11-03,CDC,Coverage Expansion,99213,HOSP1032,MN,4268,551.27,501.73,0.275,-211436.72
POL100854,2022-08-18,FDA,Reimbursement Update,80053,HOSP1148,CA,1239,317.03,259.02,0.585,-71874.39
POL100855,2023-04-18,FDA,Reimbursement Update,83036,HOSP1034,OH,435,312.6,303.25,0.782,-4067.25
POL100856,2024-08-03,HHS,Reimbursement Update,J3490,HOSP1208,NC,2210,94.24,84.59,0.136,-21326.5
POL100857,2023-06-11,CMS,Coverage Expansion,J1100,HOSP1063,IN,4200,216.06,224.12,0.72,33852.0
POL100858,2024-03-08,CMS,Compliance Requirement,A0425,HOSP1109,WA,3819,464.74,427.77,0.757,-141188.43
POL100859,2022-06-23,CDC,Billing Rule Change,A0425,HOSP1278,MA,477,410.86,526.88,0.544,55341.54
POL100860,2025-01-22,FDA,Coding Guideline Update,80053,HOSP1294,PA,2166,254.49,275.72,0.195,45984.18
POL100861,2023-04-10,CMS,Reimbursement Update,80053,HOSP1039,MN,3763,550.62,649.93,0.648,373703.53
POL100862,2023-01-24,FDA,Coverage Expansion,83036,HOSP1019,AZ,3522,318.01,268.89,0.245,-173000.64
POL100863,2025-01-04,CDC,Billing Rule Change,99213,HOSP1183,NY,3890,209.68,227.38,0.593,68853.0
POL100864,2024-06-10,HHS,Billing Rule Change,J1885,HOSP1252,NC,1143,276.2,348.84,0.433,83027.52
POL100865,2025-02-04,FDA,Reimbursement Update,A0427,HOSP1097,MN,1338,575.06,491.56,0.121,-111723.0
POL100866,2022-11-01,FDA,Coverage Expansion,93000,HOSP1141,GA,2448,561.42,433.37,0.037,-313466.4
POL100867,2023-05-08,CDC,Reimbursement Update,93000,HOSP1043,GA,102,581.17,621.73,0.888,4137.12
POL100868,2022-10-27,HHS,Billing Rule Change,90471,HOSP1157,NY,551,198.12,190.08,0.01,-4430.04
POL100869,2022-01-18,FDA,Reimbursement Update,J1100,HOSP1012,IN,2663,527.01,476.94,0.73,-133336.41
POL100870,2024-03-03,CMS,Reimbursement Update,85025,HOSP1238,CO,739,313.19,258.42,0.706,-40475.03
POL100871,2024-06-08,HHS,Coding Guideline Update,J2405,HOSP1226,TX,2754,369.28,450.1,0.631,222578.28
POL100872,2022-03-11,CMS,Coding Guideline Update,A0429,HOSP1249,OH,1607,591.82,468.5,0.479,-198175.24
POL100873,2023-11-09,CDC,Coding Guideline Update,90471,HOSP1053,AZ,109,222.16,287.24,0.667,7093.72
POL100874,2023-11-18,CDC,Reimbursement Update,J3490,HOSP1064,GA,4836,494.89,604.65,0.48,530799.36
POL100875,2024-01-09,FDA,Billing Rule Change,80048,HOSP1205,TN,3835,504.23,392.72,0.838,-427640.85
POL100876,2022-12-02,CMS,Coding Guideline Update,71020,HOSP1248,IN,1765,43.08,48.32,0.722,9248.6
POL100877,2023-01-30,HHS,Reimbursement Update,J2405,HOSP1039,WA,1984,402.56,480.68,0.928,154990.08
POL100878,2023-12-17,FDA,Billing Rule Change,93000,HOSP1052,CO,4901,352.51,275.37,0.037,-378063.14
POL100879,2025-01-30,HHS,Compliance Requirement,80053,HOSP1217,FL,2567,585.72,487.09,0.429,-253183.21
POL100880,2024-05-24,FDA,Compliance Requirement,83036,HOSP1129,FL,2501,175.84,183.9,0.177,20158.06
POL100881,2023-03-14,FDA,Billing Rule Change,99214,HOSP1208,MO,764,190.83,195.13,0.657,3285.2
POL100882,2024-11-04,HHS,Compliance Requirement,A0427,HOSP1117,NY,2826,150.74,114.24,0.676,-103149.0
POL100883,2025-01-13,HHS,Billing Rule Change,36415,HOSP1110,CA,1940,253.59,193.76,0.068,-116070.2
POL100884,2024-02-24,FDA,Billing Rule Change,80053,HOSP1084,OH,654,50.8,65.19,0.733,9411.06
POL100885,2023-06-12,FDA,Reimbursement Update,G0463,HOSP1192,TX,1068,452.6,402.88,0.27,-53100.96
POL100886,2022-03-30,CMS,Coverage Expansion,71020,HOSP1151,MN,2862,242.68,205.46,0.187,-106523.64
POL100887,2023-09-30,FDA,Billing Rule Change,93000,HOSP1202,NY,340,127.64,100.59,0.636,-9197.0
POL100888,2023-07-30,CMS,Coding Guideline Update,J1885,HOSP1257,CO,2258,186.48,179.41,0.023,-15964.06
POL100889,2022-08-10,HHS,Coding Guideline Update,83036,HOSP1149,MD,2431,464.95,522.41,0.636,139685.26
POL100890,2023-12-07,FDA,Billing Rule Change,80053,HOSP1122,WA,2606,484.46,375.12,0.189,-284940.04
POL100891,2024-01-27,HHS,Coverage Expansion,J3490,HOSP1151,PA,2561,508.6,509.01,0.681,1050.01
POL100892,2023-07-14,CDC,Coverage Expansion,J2405,HOSP1016,NC,4404,272.43,305.24,0.954,144495.24
POL100893,2023-09-06,HHS,Coverage Expansion,85025,HOSP1052,MN,1027,143.99,132.87,0.007,-11420.24
POL100894,2023-01-05,FDA,Coverage Expansion,J3490,HOSP1198,TX,4839,155.78,172.52,0.848,81004.86
POL100895,2023-06-22,CMS,Compliance Requirement,99213,HOSP1236,WI,4921,274.51,284.61,0.263,49702.1
POL100896,2023-08-22,CMS,Reimbursement Update,J1100,HOSP1140,FL,1637,570.68,740.97,0.256,278764.73
POL100897,2022-01-08,FDA,Coverage Expansion,80048,HOSP1140,TX,3112,346.94,373.38,0.363,82281.28
POL100898,2024-09-28,FDA,Reimbursement Update,J3490,HOSP1091,MO,4657,235.33,291.93,0.506,263586.2
POL100899,2022-03-27,HHS,Coding Guideline Update,90471,HOSP1018,CO,331,66.05,81.11,0.352,4984.86
POL100900,2024-05-10,CDC,Coverage Expansion,83036,HOSP1248,GA,3591,133.59,145.65,0.484,43307.46
POL100901,2025-04-09,FDA,Reimbursement Update,83036,HOSP1255,MA,875,164.26,168.24,0.768,3482.5
POL100902,2022-04-18,CDC,Compliance Requirement,99215,HOSP1229,MI,3131,531.43,625.7,0.967,295159.37
POL100903,2022-08-12,CDC,Billing Rule Change,85025,HOSP1292,MI,1588,48.98,46.99,0.762,-3160.12
POL100904,2024-01-03,HHS,Billing Rule Change,80053,HOSP1044,GA,754,443.93,411.57,0.631,-24399.44
POL100905,2022-11-11,CMS,Compliance Requirement,99213,HOSP1060,MA,3097,232.17,193.04,0.691,-121185.61
POL100906,2024-04-18,CMS,Billing Rule Change,90471,HOSP1285,MI,2497,596.73,655.49,0.431,146723.72
POL100907,2022-08-07,CDC,Billing Rule Change,83036,HOSP1044,NY,2684,468.92,410.96,0.89,-155564.64
POL100908,2023-07-24,FDA,Coding Guideline Update,36415,HOSP1007,CO,1761,397.91,346.28,0.524,-90920.43
POL100909,2025-03-22,CMS,Billing Rule Change,80048,HOSP1191,MA,3770,498.02,501.59,0.123,13458.9
POL100910,2025-03-04,FDA,Coding Guideline Update,93000,HOSP1103,AZ,1657,264.18,220.89,0.384,-71731.53
POL100911,2024-01-21,HHS,Coding Guideline Update,90471,HOSP1012,MN,4981,513.69,579.29,0.21,326753.6
POL100912,2023-02-21,CDC,Reimbursement Update,80048,HOSP1178,CO,448,340.43,353.56,0.807,5882.24
POL100913,2024-02-13,CMS,Reimbursement Update,99214,HOSP1236,AZ,2291,452.03,429.81,0.061,-50906.02
POL100914,2023-10-27,CDC,Coverage Expansion,83036,HOSP1205,NY,685,456.41,433.0,0.095,-16035.85
POL100915,2023-05-20,CDC,Coverage Expansion,G0463,HOSP1244,IN,906,225.95,187.02,0.892,-35270.58
POL100916,2022-04-22,HHS,Coverage Expansion,A0427,HOSP1133,CO,3930,322.5,405.36,0.268,325639.8
POL100917,2024-08-16,CMS,Coverage Expansion,G0463,HOSP1253,PA,4743,287.33,302.5,0.024,71951.31
POL100918,2022-10-02,HHS,Billing Rule Change,90471,HOSP1015,AZ,3422,405.0,307.66,0.782,-333097.48
POL100919,2023-10-25,CDC,Coding Guideline Update,99214,HOSP1266,MN,2907,562.04,441.08,0.346,-351630.72
POL100920,2022-11-25,FDA,Coding Guideline Update,80048,HOSP1170,IN,4223,180.89,142.12,0.607,-163725.71
POL100921,2024-11-06,FDA,Coding Guideline Update,A0429,HOSP1200,PA,550,333.12,395.85,0.094,34501.5
POL100922,2023-01-29,HHS,Coding Guideline Update,99213,HOSP1281,PA,2019,494.38,513.26,0.05,38118.72
POL100923,2023-02-13,CDC,Billing Rule Change,99215,HOSP1151,MI,442,568.52,590.25,0.886,9604.66
POL100924,2022-09-25,HHS,Coding Guideline Update,90471,HOSP1241,IN,1846,388.16,389.19,0.187,1901.38
POL100925,2023-09-30,FDA,Compliance Requirement,93010,HOSP1031,TX,3481,93.37,88.47,0.018,-17056.9
POL100926,2022-04-13,FDA,Coding Guideline Update,G0463,HOSP1196,NC,2454,74.23,81.28,0.869,17300.7
POL100927,2023-04-03,CDC,Coverage Expansion,85025,HOSP1038,MI,4318,325.98,417.51,0.332,395226.54
POL100928,2023-08-13,FDA,Billing Rule Change,J1885,HOSP1026,OH,1129,413.15,485.17,0.483,81310.58
POL100929,2023-05-30,HHS,Reimbursement Update,71020,HOSP1218,NC,3662,219.65,174.69,0.545,-164643.52
POL100930,2023-03-27,CMS,Reimbursement Update,J1885,HOSP1120,MA,3711,188.0,190.6,0.058,9648.6
POL100931,2024-01-25,CMS,Coding Guideline Update,J2405,HOSP1222,AZ,2465,80.28,103.63,0.404,57557.75
POL100932,2022-10-16,FDA,Compliance Requirement,93010,HOSP1227,OH,3366,479.12,543.89,0.659,218015.82
POL100933,2023-04-09,HHS,Reimbursement Update,99215,HOSP1015,MA,2834,500.05,563.14,0.501,178797.06
POL100934,2024-01-11,CMS,Reimbursement Update,J2405,HOSP1046,FL,2197,252.66,234.44,0.388,-40029.34
POL100935,2024-05-27,CMS,Coverage Expansion,99215,HOSP1072,CO,806,506.38,461.18,0.497,-36431.2
POL100936,2022-04-04,HHS,Billing Rule Change,99214,HOSP1083,MD,552,57.27,62.01,0.015,2616.48
POL100937,2022-08-10,CDC,Reimbursement Update,J2405,HOSP1125,MO,472,600.0,673.99,0.611,34923.28
POL100938,2024-03-08,HHS,Reimbursement Update,83036,HOSP1236,AZ,1653,439.77,478.07,0.428,63309.9
POL100939,2024-08-30,CMS,Coverage Expansion,A0429,HOSP1127,MN,313,294.41,265.23,0.206,-9133.34
POL100940,2022-02-12,CMS,Coding Guideline Update,G0463,HOSP1057,PA,3228,219.74,190.18,0.253,-95419.68
POL100941,2024-09-30,CDC,Billing Rule Change,80053,HOSP1116,FL,3670,479.54,379.44,0.511,-367367.0
POL100942,2023-01-26,CDC,Coverage Expansion,85025,HOSP1149,AZ,4701,118.06,119.39,0.122,6252.33
POL100943,2024-04-29,HHS,Compliance Requirement,90471,HOSP1054,AZ,2801,228.09,197.81,0.162,-84814.28
POL100944,2025-03-16,CDC,Compliance Requirement,36415,HOSP1122,GA,1155,480.99,456.4,0.375,-28401.45
POL100945,2022-01-08,HHS,Coding Guideline Update,99214,HOSP1039,IN,4795,42.93,40.11,0.139,-13521.9
POL100946,2024-08-28,CDC,Coverage Expansion,J1885,HOSP1209,NC,4854,154.97,200.58,0.501,221390.94
POL100947,2023-11-14,FDA,Billing Rule Change,85025,HOSP1057,NY,3209,549.01,536.19,0.937,-41139.38
POL100948,2022-07-04,CMS,Coverage Expansion,90471,HOSP1180,MD,4464,452.26,340.61,0.575,-498405.6
POL100949,2023-10-20,FDA,Reimbursement Update,G0463,HOSP1175,TX,978,463.21,431.61,0.75,-30904.8
POL100950,2023-12-13,CDC,Coding Guideline Update,A0429,HOSP1017,IN,4527,499.68,586.96,0.454,395116.56
POL100951,2024-02-29,FDA,Compliance Requirement,J3490,HOSP1231,OH,661,170.35,201.56,0.052,20629.81
POL100952,2025-02-13,HHS,Billing Rule Change,A0427,HOSP1077,WA,1200,424.52,349.47,0.099,-90060.0
POL100953,2023-11-26,HHS,Coding Guideline Update,80048,HOSP1251,PA,3762,347.21,295.89,0.713,-193065.84
POL100954,2022-07-27,CMS,Coverage Expansion,A0429,HOSP1223,NC,2262,540.23,622.29,0.718,185619.72
POL100955,2024-10-19,CMS,Reimbursement Update,99215,HOSP1260,TN,1659,354.27,368.52,0.772,23640.75
POL100956,2025-03-14,HHS,Reimbursement Update,A0425,HOSP1268,MN,2213,526.67,674.22,0.531,326528.15
POL100957,2024-05-05,CDC,Reimbursement Update,J1885,HOSP1055,MA,4215,553.13,676.69,0.412,520805.4
POL100958,2022-11-04,CDC,Billing Rule Change,36415,HOSP1155,CO,4610,263.21,225.0,0.16,-176148.1
POL100959,2023-03-23,HHS,Coding Guideline Update,J2405,HOSP1076,MO,3095,240.16,188.55,0.85,-159732.95
POL100960,2022-10-02,CDC,Billing Rule Change,85025,HOSP1107,GA,707,518.06,507.48,0.289,-7480.06
POL100961,2023-05-21,CDC,Billing Rule Change,71020,HOSP1170,WA,3854,255.25,263.39,0.483,31371.56
POL100962,2022-08-12,FDA,Coding Guideline Update,80048,HOSP1129,CO,3786,338.38,388.64,0.28,190284.36
POL100963,2022-05-28,CMS,Reimbursement Update,93000,HOSP1272,CA,1570,352.8,349.65,0.078,-4945.5
POL100964,2022-08-25,CMS,Coding Guideline Update,J1885,HOSP1015,MN,1973,108.69,131.56,0.889,45122.51
POL100965,2024-03-25,HHS,Coverage Expansion,J2405,HOSP1052,MN,4670,426.76,545.76,0.621,555730.0
POL100966,2022-05-28,FDA,Coverage Expansion,80053,HOSP1256,MO,2310,213.64,249.78,0.339,83483.4
POL100967,2023-03-27,CDC,Billing Rule Change,G0463,HOSP1086,OH,2456,598.88,614.9,0.007,39345.12
POL100968,2023-03-01,CMS,Coding Guideline Update,71020,HOSP1196,CO,915,477.36,593.99,0.328,106716.45
POL100969,2022-01-27,CDC,Coverage Expansion,J2405,HOSP1243,IN,3173,334.41,312.43,0.434,-69742.54
POL100970,2022-10-08,HHS,Reimbursement Update,90471,HOSP1035,TX,2323,149.49,185.84,0.805,84441.05
POL100971,2022-05-07,CMS,Billing Rule Change,A0425,HOSP1083,TN,627,441.82,335.12,0.46,-66900.9
POL100972,2022-04-17,CDC,Billing Rule Change,J1885,HOSP1012,TX,2863,280.48,344.53,0.682,183375.15
POL100973,2022-01-01,CDC,Coverage Expansion,90471,HOSP1175,OH,2790,421.86,526.21,0.72,291136.5
POL100974,2023-11-13,HHS,Coding Guideline Update,G0463,HOSP1202,FL,2445,323.82,265.69,0.217,-142127.85
POL100975,2023-09-06,CDC,Reimbursement Update,80053,HOSP1051,PA,369,528.09,640.99,0.093,41660.1
POL100976,2024-10-01,HHS,Coding Guideline Update,A0425,HOSP1289,MN,1816,67.53,64.82,0.326,-4921.36
POL100977,2025-03-04,CMS,Coding Guideline Update,J3490,HOSP1259,NY,2699,44.89,52.1,0.526,19459.79
POL100978,2023-03-07,FDA,Coding Guideline Update,93010,HOSP1110,IL,3438,259.54,242.24,0.196,-59477.4
POL100979,2024-10-29,FDA,Coverage Expansion,J3490,HOSP1249,MD,1134,335.94,383.34,0.535,53751.6
POL100980,2023-03-12,CDC,Reimbursement Update,J3490,HOSP1208,MA,3416,513.5,410.65,0.035,-351335.6
POL100981,2025-04-13,HHS,Billing Rule Change,80048,HOSP1204,TN,2407,501.86,643.57,0.213,341095.97
POL100982,2024-01-31,CDC,Compliance Requirement,93010,HOSP1158,MO,416,191.98,245.48,0.981,22256.0
POL100983,2023-04-24,HHS,Compliance Requirement,99214,HOSP1001,MO,932,282.42,341.54,0.991,55099.84
POL100984,2023-06-22,CDC,Coverage Expansion,A0429,HOSP1211,WI,984,272.51,348.72,0.674,74990.64
POL100985,2022-03-20,CMS,Compliance Requirement,83036,HOSP1293,AZ,2481,91.38,95.85,0.041,11090.07
POL100986,2025-03-25,FDA,Compliance Requirement,90471,HOSP1265,FL,1667,361.37,400.97,0.776,66013.2
POL100987,2023-02-24,CMS,Billing Rule Change,A0429,HOSP1106,FL,1616,148.65,141.05,0.017,-12281.6
POL100988,2023-11-09,CDC,Compliance Requirement,J3490,HOSP1074,WI,3611,78.89,88.62,0.65,35135.03
POL100989,2022-01-08,CDC,Coverage Expansion,85025,HOSP1279,CA,4942,74.8,71.13,0.695,-18137.14
POL100990,2024-11-19,FDA,Reimbursement Update,J1100,HOSP1040,PA,2237,42.33,44.83,0.39,5592.5
